label,metric,rank,model,feature_combination,score,plcc,srcc,krcc,rmse,feature_count
TSV,PLCC,1,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.8797425683159538,0.8797425683159538,0.8574215500670616,0.6746815448426923,0.31575426161054565,1152
TSV,PLCC,2,svr_regressor,combined_S1_V1_S2_V2,0.8762126969426534,0.8762126969426534,0.852003276442482,0.6688466787275985,0.3196256416706438,768
TSV,PLCC,3,svr_regressor,combined_U1_V1_U2_V2,0.8716049984860265,0.8716049984860265,0.8471452811121383,0.6585853624562268,0.3284606759235157,768
TSV,PLCC,4,svr_regressor,level2_U2_S2_V2,0.8662243041630396,0.8662243041630396,0.8321152720917958,0.6507384735428249,0.33285151082780845,384
TSV,PLCC,5,svr_regressor,combined_V1_V2,0.8622156318954578,0.8622156318954578,0.838076573139437,0.6491288553041783,0.33921354854132746,384
TSV,PLCC,6,svr_regressor,level2_U2_V2,0.8592112491518336,0.8592112491518336,0.8271665221783162,0.6373585219340754,0.3432580620164466,256
TSV,PLCC,7,ridge_regressor,combined_U1_V1_U2_V2,0.855000197490311,0.855000197490311,0.8238108527159173,0.6365537128147521,0.3624347472806608,768
TSV,PLCC,8,ridge_regressor,combined_U1_S1_V1_U2_S2_V2,0.850405096981624,0.850405096981624,0.8126075369448281,0.6277008125021961,0.3646214025907771,1152
TSV,PLCC,9,svr_regressor,level1_U1_S1_V1,0.848781918119349,0.848781918119349,0.8222567742344487,0.6402759549916223,0.35069660397638547,768
TSV,PLCC,10,svr_regressor,level2_S2_V2,0.8485317803645216,0.8485317803645216,0.8178465515167674,0.6294110318807581,0.35206479744005986,256
TSV,SRCC,1,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.8574215500670616,0.8797425683159538,0.8574215500670616,0.6746815448426923,0.31575426161054565,1152
TSV,SRCC,2,svr_regressor,combined_S1_V1_S2_V2,0.852003276442482,0.8762126969426534,0.852003276442482,0.6688466787275985,0.3196256416706438,768
TSV,SRCC,3,svr_regressor,combined_U1_V1_U2_V2,0.8471452811121383,0.8716049984860265,0.8471452811121383,0.6585853624562268,0.3284606759235157,768
TSV,SRCC,4,svr_regressor,combined_V1_V2,0.838076573139437,0.8622156318954578,0.838076573139437,0.6491288553041783,0.33921354854132746,384
TSV,SRCC,5,svr_regressor,level2_U2_S2_V2,0.8321152720917958,0.8662243041630396,0.8321152720917958,0.6507384735428249,0.33285151082780845,384
TSV,SRCC,6,svr_regressor,level2_U2_V2,0.8271665221783162,0.8592112491518336,0.8271665221783162,0.6373585219340754,0.3432580620164466,256
TSV,SRCC,7,ridge_regressor,combined_U1_V1_U2_V2,0.8238108527159173,0.855000197490311,0.8238108527159173,0.6365537128147521,0.3624347472806608,768
TSV,SRCC,8,svr_regressor,level1_U1_S1_V1,0.8222567742344487,0.848781918119349,0.8222567742344487,0.6402759549916223,0.35069660397638547,768
TSV,SRCC,9,svr_regressor,level2_S2_V2,0.8178465515167674,0.8485317803645216,0.8178465515167674,0.6294110318807581,0.35206479744005986,256
TSV,SRCC,10,mlp_regressor,combined_S1_V1_S2_V2,0.817265272161971,0.839405730288247,0.817265272161971,0.6229725589261719,0.3751495233530312,768
TSV,KRCC,1,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.6746815448426923,0.8797425683159538,0.8574215500670616,0.6746815448426923,0.31575426161054565,1152
TSV,KRCC,2,svr_regressor,combined_S1_V1_S2_V2,0.6688466787275985,0.8762126969426534,0.852003276442482,0.6688466787275985,0.3196256416706438,768
TSV,KRCC,3,svr_regressor,combined_U1_V1_U2_V2,0.6585853624562268,0.8716049984860265,0.8471452811121383,0.6585853624562268,0.3284606759235157,768
TSV,KRCC,4,svr_regressor,level2_U2_S2_V2,0.6507384735428249,0.8662243041630396,0.8321152720917958,0.6507384735428249,0.33285151082780845,384
TSV,KRCC,5,svr_regressor,combined_V1_V2,0.6491288553041783,0.8622156318954578,0.838076573139437,0.6491288553041783,0.33921354854132746,384
TSV,KRCC,6,svr_regressor,level1_U1_S1_V1,0.6402759549916223,0.848781918119349,0.8222567742344487,0.6402759549916223,0.35069660397638547,768
TSV,KRCC,7,svr_regressor,level2_U2_V2,0.6373585219340754,0.8592112491518336,0.8271665221783162,0.6373585219340754,0.3432580620164466,256
TSV,KRCC,8,ridge_regressor,combined_U1_V1_U2_V2,0.6365537128147521,0.855000197490311,0.8238108527159173,0.6365537128147521,0.3624347472806608,768
TSV,KRCC,9,svr_regressor,level1_S1_V1,0.6310206501194046,0.8471529708521195,0.8137813462225783,0.6310206501194046,0.35298111583288344,512
TSV,KRCC,10,svr_regressor,level2_S2_V2,0.6294110318807581,0.8485317803645216,0.8178465515167674,0.6294110318807581,0.35206479744005986,256
TSV,RMSE,1,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.31575426161054565,0.8797425683159538,0.8574215500670616,0.6746815448426923,0.31575426161054565,1152
TSV,RMSE,2,svr_regressor,combined_S1_V1_S2_V2,0.3196256416706438,0.8762126969426534,0.852003276442482,0.6688466787275985,0.3196256416706438,768
TSV,RMSE,3,svr_regressor,combined_U1_V1_U2_V2,0.3284606759235157,0.8716049984860265,0.8471452811121383,0.6585853624562268,0.3284606759235157,768
TSV,RMSE,4,svr_regressor,level2_U2_S2_V2,0.33285151082780845,0.8662243041630396,0.8321152720917958,0.6507384735428249,0.33285151082780845,384
TSV,RMSE,5,svr_regressor,combined_V1_V2,0.33921354854132746,0.8622156318954578,0.838076573139437,0.6491288553041783,0.33921354854132746,384
TSV,RMSE,6,svr_regressor,level2_U2_V2,0.3432580620164466,0.8592112491518336,0.8271665221783162,0.6373585219340754,0.3432580620164466,256
TSV,RMSE,7,svr_regressor,level1_U1_S1_V1,0.35069660397638547,0.848781918119349,0.8222567742344487,0.6402759549916223,0.35069660397638547,768
TSV,RMSE,8,svr_regressor,level2_S2_V2,0.35206479744005986,0.8485317803645216,0.8178465515167674,0.6294110318807581,0.35206479744005986,256
TSV,RMSE,9,svr_regressor,level1_S1_V1,0.35298111583288344,0.8471529708521195,0.8137813462225783,0.6310206501194046,0.35298111583288344,512
TSV,RMSE,10,svr_regressor,combined_U1_S1_U2_S2,0.35665411895907106,0.8436185712363061,0.8077315407054326,0.6188479121896402,0.35665411895907106,768
B,PLCC,1,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.7388328159402618,0.7388328159402618,0.7134481981095112,0.5197824196673276,0.5555406659097089,1152
B,PLCC,2,catboost_regressor,level2_U2_S2_V2,0.7371920319514274,0.7371920319514274,0.6768652653197267,0.4945845129547366,0.5509616754423106,384
B,PLCC,3,svr_regressor,level1_U1_S1_V1,0.7354319908267106,0.7354319908267106,0.7108026637055588,0.5222014187117363,0.5611844742187322,768
B,PLCC,4,graph_neural_network,combined_U1_S1_V1_U2_S2_V2,0.7335534319148763,0.7335534319148763,0.6895783820230412,0.5060747584156781,0.5634467295151777,1152
B,PLCC,5,graph_neural_network,level2_U2_S2_V2,0.7321354914235243,0.7321354914235243,0.6819343102593101,0.4985153864019008,0.5676376589613608,384
B,PLCC,6,gradient_boosting_regressor,level2_U2_V2,0.7318009859101526,0.7318009859101526,0.6789812427945069,0.490552847880722,0.5585837155865789,256
B,PLCC,7,svr_regressor,level2_S2_V2,0.7287829222167029,0.7287829222167029,0.6901356919357537,0.5067802998036306,0.5591529420490444,256
B,PLCC,8,gradient_boosting_regressor,level1_U1_V1,0.7240724996037664,0.7240724996037664,0.6738049363239438,0.4945845129547366,0.5709616567731866,512
B,PLCC,9,graph_neural_network,level2_S2_V2,0.7225870281161068,0.7225870281161068,0.6789722418268722,0.49760826176024753,0.5805440206654139,256
B,PLCC,10,ridge_regressor,combined_U1_S1_V1_U2_S2_V2,0.7224447646344464,0.7224447646344464,0.6724412897272936,0.4865211828067074,0.5666108671061129,1152
B,SRCC,1,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.7134481981095112,0.7388328159402618,0.7134481981095112,0.5197824196673276,0.5555406659097089,1152
B,SRCC,2,svr_regressor,level1_U1_S1_V1,0.7108026637055588,0.7354319908267106,0.7108026637055588,0.5222014187117363,0.5611844742187322,768
B,SRCC,3,svr_regressor,level2_S2_V2,0.6901356919357537,0.7287829222167029,0.6901356919357537,0.5067802998036306,0.5591529420490444,256
B,SRCC,4,graph_neural_network,combined_U1_S1_V1_U2_S2_V2,0.6895783820230412,0.7335534319148763,0.6895783820230412,0.5060747584156781,0.5634467295151777,1152
B,SRCC,5,svr_regressor,combined_S1_V1_S2_V2,0.6848671255469354,0.7213873067783555,0.6848671255469354,0.5056715919082767,0.5676208333941974,768
B,SRCC,6,svr_regressor,level2_U2_S2_V2,0.6844838343418262,0.7222925591311639,0.6844838343418262,0.4970035119991453,0.5624991076946437,384
B,SRCC,7,mlp_regressor,combined_U1_S1_U2_S2,0.6844838343418262,0.7082503166268803,0.6844838343418262,0.4924678887908789,0.6016579411712878,768
B,SRCC,8,gradient_boosting_regressor,level2_S2_V2,0.6831899452443445,0.7130621107666502,0.6831899452443445,0.5052684254008752,0.5732782283357134,256
B,SRCC,9,graph_neural_network,level2_U2_S2_V2,0.6819343102593101,0.7321354914235243,0.6819343102593101,0.4985153864019008,0.5676376589613608,384
B,SRCC,10,catboost_regressor,combined_U1_S1_V1_U2_S2_V2,0.6810289629313909,0.7218542713694279,0.6810289629313909,0.5045628840129226,0.5668433907377366,1152
B,KRCC,1,svr_regressor,level1_U1_S1_V1,0.5222014187117363,0.7354319908267106,0.7108026637055588,0.5222014187117363,0.5611844742187322,768
B,KRCC,2,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.5197824196673276,0.7388328159402618,0.7134481981095112,0.5197824196673276,0.5555406659097089,1152
B,KRCC,3,svr_regressor,level2_S2_V2,0.5067802998036306,0.7287829222167029,0.6901356919357537,0.5067802998036306,0.5591529420490444,256
B,KRCC,4,graph_neural_network,combined_U1_S1_V1_U2_S2_V2,0.5060747584156781,0.7335534319148763,0.6895783820230412,0.5060747584156781,0.5634467295151777,1152
B,KRCC,5,svr_regressor,combined_S1_V1_S2_V2,0.5056715919082767,0.7213873067783555,0.6848671255469354,0.5056715919082767,0.5676208333941974,768
B,KRCC,6,gradient_boosting_regressor,level2_S2_V2,0.5052684254008752,0.7130621107666502,0.6831899452443445,0.5052684254008752,0.5732782283357134,256
B,KRCC,7,catboost_regressor,combined_U1_S1_V1_U2_S2_V2,0.5045628840129226,0.7218542713694279,0.6810289629313909,0.5045628840129226,0.5668433907377366,1152
B,KRCC,8,graph_neural_network,level2_U2_S2_V2,0.4985153864019008,0.7321354914235243,0.6819343102593101,0.4985153864019008,0.5676376589613608,384
B,KRCC,9,adaboost_regressor,level1_U1_S1_V1,0.4976275282542246,0.6936923557096223,0.6738168184420312,0.4976275282542246,0.5939269068160367,768
B,KRCC,10,graph_neural_network,level2_S2_V2,0.49760826176024753,0.7225870281161068,0.6789722418268722,0.49760826176024753,0.5805440206654139,256
B,RMSE,1,catboost_regressor,level2_U2_S2_V2,0.5509616754423106,0.7371920319514274,0.6768652653197267,0.4945845129547366,0.5509616754423106,384
B,RMSE,2,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.5555406659097089,0.7388328159402618,0.7134481981095112,0.5197824196673276,0.5555406659097089,1152
B,RMSE,3,gradient_boosting_regressor,level2_U2_V2,0.5585837155865789,0.7318009859101526,0.6789812427945069,0.490552847880722,0.5585837155865789,256
B,RMSE,4,svr_regressor,level2_S2_V2,0.5591529420490444,0.7287829222167029,0.6901356919357537,0.5067802998036306,0.5591529420490444,256
B,RMSE,5,svr_regressor,level1_U1_S1_V1,0.5611844742187322,0.7354319908267106,0.7108026637055588,0.5222014187117363,0.5611844742187322,768
B,RMSE,6,svr_regressor,level2_U2_S2_V2,0.5624991076946437,0.7222925591311639,0.6844838343418262,0.4970035119991453,0.5624991076946437,384
B,RMSE,7,graph_neural_network,combined_U1_S1_V1_U2_S2_V2,0.5634467295151777,0.7335534319148763,0.6895783820230412,0.5060747584156781,0.5634467295151777,1152
B,RMSE,8,ridge_regressor,combined_U1_S1_V1_U2_S2_V2,0.5666108671061129,0.7224447646344464,0.6724412897272936,0.4865211828067074,0.5666108671061129,1152
B,RMSE,9,gradient_boosting_regressor,level2_U2_S2_V2,0.5668172756595101,0.7191744277944315,0.6436756973282072,0.4633391086311237,0.5668172756595101,384
B,RMSE,10,catboost_regressor,combined_U1_S1_V1_U2_S2_V2,0.5668433907377366,0.7218542713694279,0.6810289629313909,0.5045628840129226,0.5668433907377366,1152
SR,PLCC,1,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.7553785960664458,0.7553785960664458,0.7570065349747316,0.5663583808110471,0.4486816790962537,1152
SR,PLCC,2,svr_regressor,level1_U1_S1_V1,0.7516230686556316,0.7516230686556316,0.7570980378799509,0.5549970285952388,0.4535340709869526,768
SR,PLCC,3,svr_regressor,level1_S1_V1,0.7323303511632565,0.7323303511632565,0.7285213805704304,0.5434345904995046,0.46486566524287365,512
SR,PLCC,4,svr_regressor,level1_U1_V1,0.7285942584116522,0.7285942584116522,0.7241997433583504,0.5306656371242157,0.46848660155036054,512
SR,PLCC,5,svr_regressor,combined_S1_V1_S2_V2,0.7272355516945376,0.7272355516945376,0.7285153803799242,0.5461492498785031,0.4682811453249034,768
SR,PLCC,6,svr_regressor,combined_U1_V1_U2_V2,0.7260181650860084,0.7260181650860084,0.7227904486132101,0.5297607506645495,0.46793200041098376,768
SR,PLCC,7,graph_neural_network,combined_U1_S1_V1_U2_S2_V2,0.7188268665519304,0.7188268665519304,0.7130806403265757,0.5235270883868494,0.48529590905185327,1152
SR,PLCC,8,svr_regressor,combined_U1_S1_U2_S2,0.7158697482725134,0.7158697482725134,0.7107240655052717,0.5232254595669606,0.47593136254836105,768
SR,PLCC,9,svr_regressor,level1_U1_S1,0.7108773711513554,0.7108773711513554,0.7016915287220229,0.5101548773717829,0.480174948432546,512
SR,PLCC,10,svr_regressor,combined_V1_V2,0.7096634369546716,0.7096634369546716,0.7050898866199637,0.5175950549290379,0.4803100399416041,384
SR,SRCC,1,svr_regressor,level1_U1_S1_V1,0.7570980378799509,0.7516230686556316,0.7570980378799509,0.5549970285952388,0.4535340709869526,768
SR,SRCC,2,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.7570065349747316,0.7553785960664458,0.7570065349747316,0.5663583808110471,0.4486816790962537,1152
SR,SRCC,3,svr_regressor,level1_S1_V1,0.7285213805704304,0.7323303511632565,0.7285213805704304,0.5434345904995046,0.46486566524287365,512
SR,SRCC,4,svr_regressor,combined_S1_V1_S2_V2,0.7285153803799242,0.7272355516945376,0.7285153803799242,0.5461492498785031,0.4682811453249034,768
SR,SRCC,5,svr_regressor,level1_U1_V1,0.7241997433583504,0.7285942584116522,0.7241997433583504,0.5306656371242157,0.46848660155036054,512
SR,SRCC,6,svr_regressor,combined_U1_V1_U2_V2,0.7227904486132101,0.7260181650860084,0.7227904486132101,0.5297607506645495,0.46793200041098376,768
SR,SRCC,7,graph_neural_network,combined_U1_S1_V1_U2_S2_V2,0.7130806403265757,0.7188268665519304,0.7130806403265757,0.5235270883868494,0.48529590905185327,1152
SR,SRCC,8,svr_regressor,combined_U1_S1_U2_S2,0.7107240655052717,0.7158697482725134,0.7107240655052717,0.5232254595669606,0.47593136254836105,768
SR,SRCC,9,graph_neural_network,combined_S1_V1_S2_V2,0.7094662755704125,0.708429601942539,0.7094662755704125,0.5179972266888895,0.4910727088888079,768
SR,SRCC,10,svr_regressor,combined_V1_V2,0.7050898866199637,0.7096634369546716,0.7050898866199637,0.5175950549290379,0.4803100399416041,384
SR,KRCC,1,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.5663583808110471,0.7553785960664458,0.7570065349747316,0.5663583808110471,0.4486816790962537,1152
SR,KRCC,2,svr_regressor,level1_U1_S1_V1,0.5549970285952388,0.7516230686556316,0.7570980378799509,0.5549970285952388,0.4535340709869526,768
SR,KRCC,3,svr_regressor,combined_S1_V1_S2_V2,0.5461492498785031,0.7272355516945376,0.7285153803799242,0.5461492498785031,0.4682811453249034,768
SR,KRCC,4,svr_regressor,level1_S1_V1,0.5434345904995046,0.7323303511632565,0.7285213805704304,0.5434345904995046,0.46486566524287365,512
SR,KRCC,5,svr_regressor,level1_U1_V1,0.5306656371242157,0.7285942584116522,0.7241997433583504,0.5306656371242157,0.46848660155036054,512
SR,KRCC,6,svr_regressor,combined_U1_V1_U2_V2,0.5297607506645495,0.7260181650860084,0.7227904486132101,0.5297607506645495,0.46793200041098376,768
SR,KRCC,7,graph_neural_network,combined_U1_S1_V1_U2_S2_V2,0.5235270883868494,0.7188268665519304,0.7130806403265757,0.5235270883868494,0.48529590905185327,1152
SR,KRCC,8,svr_regressor,combined_U1_S1_U2_S2,0.5232254595669606,0.7158697482725134,0.7107240655052717,0.5232254595669606,0.47593136254836105,768
SR,KRCC,9,graph_neural_network,combined_S1_V1_S2_V2,0.5179972266888895,0.708429601942539,0.7094662755704125,0.5179972266888895,0.4910727088888079,768
SR,KRCC,10,svr_regressor,combined_V1_V2,0.5175950549290379,0.7096634369546716,0.7050898866199637,0.5175950549290379,0.4803100399416041,384
SR,RMSE,1,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.4486816790962537,0.7553785960664458,0.7570065349747316,0.5663583808110471,0.4486816790962537,1152
SR,RMSE,2,svr_regressor,level1_U1_S1_V1,0.4535340709869526,0.7516230686556316,0.7570980378799509,0.5549970285952388,0.4535340709869526,768
SR,RMSE,3,svr_regressor,level1_S1_V1,0.46486566524287365,0.7323303511632565,0.7285213805704304,0.5434345904995046,0.46486566524287365,512
SR,RMSE,4,svr_regressor,combined_U1_V1_U2_V2,0.46793200041098376,0.7260181650860084,0.7227904486132101,0.5297607506645495,0.46793200041098376,768
SR,RMSE,5,svr_regressor,combined_S1_V1_S2_V2,0.4682811453249034,0.7272355516945376,0.7285153803799242,0.5461492498785031,0.4682811453249034,768
SR,RMSE,6,svr_regressor,level1_U1_V1,0.46848660155036054,0.7285942584116522,0.7241997433583504,0.5306656371242157,0.46848660155036054,512
SR,RMSE,7,svr_regressor,combined_U1_S1_U2_S2,0.47593136254836105,0.7158697482725134,0.7107240655052717,0.5232254595669606,0.47593136254836105,768
SR,RMSE,8,svr_regressor,level1_U1_S1,0.480174948432546,0.7108773711513554,0.7016915287220229,0.5101548773717829,0.480174948432546,512
SR,RMSE,9,svr_regressor,combined_V1_V2,0.4803100399416041,0.7096634369546716,0.7050898866199637,0.5175950549290379,0.4803100399416041,384
